contract_id,tower_id,tower_type,tower_height_ft,zone_type,latitude,longitude,city,state,ownership_type,landowner_type,lease_start_date,initial_term_end_date,max_lease_expiry,initial_term_years,renewal_terms,renewal_term_years,monthly_rent_usd,annual_rent_usd,escalation_pct,escalation_type,termination_notice_days,exclusive_use_clause,lease_status,divestiture_impacted,created_at
GL-8D2E2F2C,CC-TWR-421549,Monopole,260,Rural,39.219645,-107.223556,Lakewood,CO,Owned,Summit (Owned),2009-12-13,2034-12-07,2109-11-19,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-5633C5C0,CC-TWR-924265,Self-Supporting Lattice,180,Suburban,36.300836,-85.441595,Lexington,KY,Leased,Commercial Property Owner,2023-09-20,2048-09-13,2123-08-27,25,3,25,3151.76,37821.12,1.0,Fixed Annual,120,True,Active,False,2026-02-22 21:26:00
GL-C4B6E6AF,CC-TWR-594580,Guyed Tower,270,Suburban,46.021847,-87.883723,Milwaukee,WI,Leased,Tribal Authority,2011-02-03,2036-01-28,2111-01-10,25,3,25,1936.66,23239.92,2.0,CPI-Based,90,True,Active,False,2026-02-22 21:26:00
GL-822693E5,CC-TWR-788049,Monopole,240,Industrial,30.58411,-84.195486,Jacksonville,FL,Leased,Agricultural Land Trust,2007-12-20,2032-12-13,2107-11-26,25,3,25,1143.66,13723.92,1.5,CPI-Based,180,True,Active,True,2026-02-22 21:26:00
GL-35B5A2A5,CC-TWR-643323,Self-Supporting Lattice,170,Rural,34.505676,-94.830898,Dallas,TX,Leased,Tribal Authority,2004-01-26,2029-01-19,2104-01-02,25,3,25,1279.37,15352.44,3.0,Fixed Annual,120,True,Active,False,2026-02-22 21:26:00
GL-8DA42019,CC-TWR-265092,Monopole,100,Industrial,39.43896,-81.724904,Columbus,OH,Owned,Summit (Owned),2006-07-12,2031-07-06,2106-06-18,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-25C32DD8,CC-TWR-861411,Monopole,340,Urban,35.191774,-99.404888,Houston,TX,Owned,Summit (Owned),2015-10-12,2040-10-05,2115-09-18,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-75ED64DD,CC-TWR-373791,Monopole,130,Urban,41.648569,-88.700373,Rockford,IL,Leased,School District,2011-09-04,2036-08-28,2111-08-11,25,3,25,6689.73,80276.76,3.0,Fixed Annual,150,True,Active,False,2026-02-22 21:26:00
GL-C0193E8B,CC-TWR-952646,Rooftop,330,Rural,44.783547,-72.867209,Albany,NY,Owned,Summit (Owned),2016-05-23,2041-05-17,2116-04-29,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-37654DFB,CC-TWR-583100,Monopole,260,Suburban,32.844955,-91.705758,Shreveport,LA,Owned,Summit (Owned),1998-08-04,2023-07-29,2098-07-10,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-E3F31A6E,CC-TWR-661671,Guyed Tower,80,Suburban,37.237278,-86.528326,Bowling Green,KY,Owned,Summit (Owned),2020-05-08,2045-05-02,2120-04-14,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-E26BF7B8,CC-TWR-701581,Guyed Tower,160,Industrial,39.906222,-86.585848,Fort Wayne,IN,Owned,Summit (Owned),2003-12-22,2028-12-15,2103-11-28,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-CC4AEE02,CC-TWR-312616,Monopole,340,Rural,34.363712,-84.172885,Augusta,GA,Owned,Summit (Owned),2005-10-12,2030-10-06,2105-09-18,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-3A46BDE7,CC-TWR-667776,Monopole,90,Highway Corridor,46.682962,-90.886046,Duluth,MN,Leased,Agricultural Land Trust,2013-06-20,2038-06-14,2113-05-27,25,3,25,2603.96,31247.52,3.0,Fixed Annual,150,True,Active,False,2026-02-22 21:26:00
GL-C73F9588,CC-TWR-704677,Guyed Tower,120,Suburban,39.121066,-83.889536,Akron,OH,Leased,Federal Agency,1999-09-26,2024-09-19,2099-09-01,25,3,25,2384.89,28618.68,3.0,Fixed Annual,90,True,Under Renegotiation,False,2026-02-22 21:26:00
GL-1D9EBA1F,CC-TWR-579404,Rooftop,110,Urban,40.441601,-103.568672,Fort Collins,CO,Owned,Summit (Owned),2020-09-15,2045-09-09,2120-08-22,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-FAE5491E,CC-TWR-372315,Guyed Tower,130,Highway Corridor,35.100748,-87.107181,Clarksville,TN,Owned,Summit (Owned),2015-05-08,2040-05-01,2115-04-14,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-7E3A4406,CC-TWR-888734,Rooftop,190,Highway Corridor,39.695772,-82.904535,Toledo,OH,Leased,Tribal Authority,2009-07-09,2034-07-03,2109-06-15,25,3,25,3077.55,36930.6,3.0,Fixed Annual,120,True,Active,False,2026-02-22 21:26:00
GL-ED73AE2C,CC-TWR-943146,Rooftop,150,Suburban,47.885144,-91.233476,St. Paul,MN,Owned,Summit (Owned),2015-07-28,2040-07-21,2115-07-04,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-9AC52EED,CC-TWR-990649,Monopole,280,Highway Corridor,36.529822,-85.502815,Louisville,KY,Leased,Church/Religious Org,2014-09-24,2039-09-18,2114-08-31,25,3,25,2605.05,31260.6,2.5,Fixed Annual,150,True,Active,True,2026-02-22 21:26:00
GL-1B59FF71,CC-TWR-271276,Monopole,90,Urban,38.190837,-87.604101,Carmel,IN,Leased,School District,2004-05-16,2029-05-10,2104-04-22,25,3,25,8792.29,105507.48,1.0,CPI-Based,180,True,Under Renegotiation,True,2026-02-22 21:26:00
GL-EDC41F10,CC-TWR-949363,Monopole,160,Highway Corridor,34.720613,-79.540068,Greensboro,NC,Leased,Tribal Authority,2009-01-14,2034-01-08,2108-12-21,25,3,25,1924.33,23091.96,3.0,Fixed Annual,120,True,Pending Renewal,False,2026-02-22 21:26:00
GL-B6CD1481,CC-TWR-472358,Monopole,180,Suburban,36.698155,-90.318145,Independence,MO,Leased,Commercial Property Owner,2019-09-16,2044-09-09,2119-08-23,25,3,25,3369.28,40431.36,2.5,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
GL-80139F54,CC-TWR-275715,Stealth/Concealed,280,Highway Corridor,38.463752,-75.173622,Germantown,MD,Owned,Summit (Owned),2023-06-14,2048-06-07,2123-05-21,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-A009A1C3,CC-TWR-784733,Monopole,170,Urban,35.436255,-120.865179,San Francisco,CA,Owned,Summit (Owned),2020-05-20,2045-05-14,2120-04-26,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-924FDA2E,CC-TWR-275445,Monopole,130,Suburban,32.604678,-86.649134,Tuscaloosa,AL,Owned,Summit (Owned),1998-03-24,2023-03-18,2098-02-27,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-B6A8DA2B,CC-TWR-596171,Self-Supporting Lattice,250,Rural,38.412037,-84.681038,Toledo,OH,Leased,Church/Religious Org,1999-01-25,2024-01-19,2098-12-31,25,3,25,1016.12,12193.44,1.0,CPI-Based,90,True,Active,False,2026-02-22 21:26:00
GL-9E329E07,CC-TWR-508783,Monopole,170,Rural,38.084311,-75.273642,Columbia,MD,Leased,Federal Agency,2005-04-24,2030-04-18,2105-03-31,25,3,25,869.43,10433.16,1.5,CPI-Based,120,True,Active,True,2026-02-22 21:26:00
GL-D2C0BE73,CC-TWR-440998,Monopole,230,Rural,42.114285,-119.355156,Salem,OR,Leased,Tribal Authority,2012-09-09,2037-09-03,2112-08-16,25,3,25,1213.11,14557.32,1.5,Fixed Annual,120,True,Pending Renewal,False,2026-02-22 21:26:00
GL-B5A1E534,CC-TWR-691380,Self-Supporting Lattice,210,Suburban,38.631048,-76.456595,Silver Spring,MD,Leased,Federal Agency,2014-11-21,2039-11-15,2114-10-28,25,3,25,2694.6,32335.2,2.0,CPI-Based,180,True,Active,True,2026-02-22 21:26:00
GL-B1C1F91D,CC-TWR-372427,Monopole,120,Rural,32.209302,-83.536867,Atlanta,GA,Leased,Church/Religious Org,2007-01-01,2031-12-26,2106-12-08,25,3,25,1180.31,14163.72,1.5,CPI-Based,150,True,Under Renegotiation,False,2026-02-22 21:26:00
GL-D5F614E7,CC-TWR-892170,Self-Supporting Lattice,230,Suburban,46.024951,-117.545381,Bellevue,WA,Leased,Private Individual,2007-01-25,2032-01-19,2107-01-01,25,3,25,2405.22,28862.64,2.0,Fixed Annual,120,True,Under Renegotiation,True,2026-02-22 21:26:00
GL-F96D25FE,CC-TWR-558339,Monopole,200,Suburban,38.754284,-84.471352,Evansville,IN,Owned,Summit (Owned),2005-03-23,2030-03-17,2105-02-27,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-C6A62E6D,CC-TWR-901676,Monopole,330,Industrial,34.844479,-82.083505,Charlotte,NC,Leased,Commercial Property Owner,2017-12-22,2042-12-16,2117-11-28,25,3,25,1679.66,20155.92,3.0,Fixed Annual,150,True,Active,False,2026-02-22 21:26:00
GL-27FF4332,CC-TWR-767830,Guyed Tower,220,Highway Corridor,37.912036,-89.841619,Chicago,IL,Owned,Summit (Owned),2017-08-09,2042-08-03,2117-07-16,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-F7E1EE0C,CC-TWR-294969,Rooftop,110,Highway Corridor,26.496321,-99.580351,Dallas,TX,Leased,Municipality,2007-05-05,2032-04-28,2107-04-11,25,3,25,4003.19,48038.28,1.0,Fixed Annual,120,True,Pending Renewal,True,2026-02-22 21:26:00
GL-7B04AB91,CC-TWR-426711,Guyed Tower,330,Suburban,40.480739,-78.290436,Philadelphia,PA,Leased,Municipality,2023-08-12,2048-08-05,2123-07-19,25,3,25,2498.32,29979.84,1.0,Fixed Annual,150,True,Active,False,2026-02-22 21:26:00
GL-E6D1BD8F,CC-TWR-174852,Monopole,250,Urban,42.224153,-118.57043,Salem,OR,Leased,Private Individual,2013-03-07,2038-03-01,2113-02-11,25,3,25,9217.74,110612.88,2.0,CPI-Based,180,True,Active,False,2026-02-22 21:26:00
GL-2E852C69,CC-TWR-359168,Self-Supporting Lattice,310,Suburban,41.923989,-72.175195,Buffalo,NY,Owned,Summit (Owned),1999-04-15,2024-04-08,2099-03-21,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-994D33DA,CC-TWR-863611,Guyed Tower,90,Rural,35.936215,-88.731109,Knoxville,TN,Owned,Summit (Owned),2021-09-17,2046-09-11,2121-08-24,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-C7E0F88A,CC-TWR-218414,Self-Supporting Lattice,150,Rural,40.454631,-107.475482,Denver,CO,Leased,Commercial Property Owner,2018-07-11,2043-07-05,2118-06-17,25,3,25,519.59,6235.08,2.0,Fixed Annual,90,True,Pending Termination,False,2026-02-22 21:26:00
GL-CFD297DB,CC-TWR-921533,Stealth/Concealed,300,Suburban,36.02679,-88.706046,Lexington,KY,Leased,County Government,2013-12-20,2038-12-14,2113-11-26,25,3,25,1633.98,19607.76,1.0,CPI-Based,120,True,Active,False,2026-02-22 21:26:00
GL-6AD3E60D,CC-TWR-896456,Self-Supporting Lattice,280,Urban,48.057834,-121.631045,Seattle,WA,Leased,County Government,1999-01-12,2024-01-06,2098-12-18,25,3,25,7334.31,88011.72,3.0,Fixed Annual,90,True,Pending Renewal,False,2026-02-22 21:26:00
GL-A938E3BA,CC-TWR-775960,Monopole,320,Highway Corridor,46.950219,-120.091547,Spokane,WA,Owned,Summit (Owned),2009-08-24,2034-08-18,2109-07-31,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-C525F1A4,CC-TWR-409030,Rooftop,250,Urban,34.970604,-80.5,Charlotte,NC,Owned,Summit (Owned),2020-08-07,2045-08-01,2120-07-14,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-38902E8A,CC-TWR-681456,Stealth/Concealed,130,Suburban,31.376622,-85.505951,Mobile,AL,Owned,Summit (Owned),2000-09-05,2025-08-30,2100-08-12,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-91FD4BF1,CC-TWR-119629,Monopole,270,Rural,29.790436,-103.773589,Fort Worth,TX,Leased,State DOT,2009-10-08,2034-10-02,2109-09-14,25,3,25,916.9,11002.8,1.0,Fixed Annual,180,True,Active,False,2026-02-22 21:26:00
GL-D761E437,CC-TWR-396882,Self-Supporting Lattice,180,Urban,42.531468,-72.537605,Lowell,MA,Leased,Private Individual,2011-11-11,2036-11-04,2111-10-18,25,3,25,3328.48,39941.76,3.0,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
GL-47D5BD93,CC-TWR-212255,Monopole,230,Suburban,42.714555,-123.781084,Salem,OR,Leased,Federal Agency,2004-02-02,2029-01-26,2104-01-09,25,3,25,2798.83,33585.96,2.5,Fixed Annual,180,True,Pending Renewal,False,2026-02-22 21:26:00
GL-EAB4BACA,CC-TWR-735388,Monopole,300,Suburban,38.255939,-77.534584,Waldorf,MD,Leased,Private Individual,2000-01-07,2024-12-31,2099-12-13,25,3,25,3036.1,36433.2,1.0,Fixed Annual,180,True,Active,False,2026-02-22 21:26:00
GL-6B56C6A0,CC-TWR-961957,Monopole,190,Suburban,39.97391,-102.766986,Lakewood,CO,Leased,Municipality,2023-12-02,2048-11-25,2123-11-08,25,3,25,3506.2,42074.4,2.0,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
GL-0D071423,CC-TWR-644719,Self-Supporting Lattice,110,Suburban,42.311741,-122.4887,Eugene,OR,Owned,Summit (Owned),2001-12-08,2026-12-02,2101-11-14,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-A2FB4EA7,CC-TWR-685549,Stealth/Concealed,310,Urban,46.420166,-89.419973,St. Paul,MN,Leased,Agricultural Land Trust,2015-07-24,2040-07-17,2115-06-30,25,3,25,3291.36,39496.32,3.0,Fixed Annual,150,True,Pending Renewal,False,2026-02-22 21:26:00
GL-EDD1C8D2,CC-TWR-289159,Self-Supporting Lattice,250,Suburban,34.648472,-82.332763,Rock Hill,SC,Owned,Summit (Owned),2010-09-11,2035-09-05,2110-08-18,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-984D742A,CC-TWR-985893,Monopole,190,Suburban,41.550081,-72.00315,Stamford,CT,Owned,Summit (Owned),2011-11-14,2036-11-07,2111-10-21,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-1BE6B853,CC-TWR-880746,Monopole,160,Suburban,39.500252,-85.799045,Fort Wayne,IN,Leased,Church/Religious Org,2009-08-15,2034-08-09,2109-07-22,25,3,25,3887.51,46650.12,1.0,Fixed Annual,90,True,Active,True,2026-02-22 21:26:00
GL-CB272B00,CC-TWR-416503,Monopole,80,Suburban,38.517609,-75.026352,Baltimore,MD,Leased,Federal Agency,2007-04-07,2032-03-31,2107-03-14,25,3,25,3596.02,43152.24,1.0,Fixed Annual,150,True,Active,False,2026-02-22 21:26:00
GL-0C5DD5A2,CC-TWR-198867,Monopole,90,Highway Corridor,42.141336,-71.285165,Cambridge,MA,Leased,State DOT,2012-06-05,2037-05-30,2112-05-12,25,3,25,1984.43,23813.16,2.0,Fixed Annual,120,True,Active,False,2026-02-22 21:26:00
GL-E79CAEDA,CC-TWR-327999,Guyed Tower,310,Industrial,34.18381,-80.801614,Greensboro,NC,Owned,Summit (Owned),2000-12-11,2025-12-05,2100-11-17,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-7008CADB,CC-TWR-866288,Monopole,330,Suburban,44.380925,-121.897247,Portland,OR,Leased,Commercial Property Owner,2016-07-03,2041-06-27,2116-06-09,25,3,25,3384.34,40612.08,2.0,Fixed Annual,150,True,Active,False,2026-02-22 21:26:00
GL-33D5FFED,CC-TWR-784488,Self-Supporting Lattice,270,Highway Corridor,46.218719,-85.866412,Detroit,MI,Owned,Summit (Owned),1998-11-25,2023-11-19,2098-10-31,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-5CC385BB,CC-TWR-626806,Monopole,300,Rural,28.239578,-85.95294,Orlando,FL,Owned,Summit (Owned),2005-03-02,2030-02-24,2105-02-06,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-9AC51FDD,CC-TWR-924566,Guyed Tower,200,Suburban,36.360332,-92.408386,Independence,MO,Owned,Summit (Owned),2002-03-11,2027-03-05,2102-02-15,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-377A7422,CC-TWR-911414,Stealth/Concealed,300,Rural,35.085079,-85.985415,Knoxville,TN,Leased,Tribal Authority,2002-03-16,2027-03-10,2102-02-20,25,3,25,1227.09,14725.08,2.5,CPI-Based,180,True,Active,False,2026-02-22 21:26:00
GL-6319F1D6,CC-TWR-358207,Stealth/Concealed,150,Rural,40.079984,-88.057329,Joliet,IL,Leased,Municipality,2000-05-25,2025-05-19,2100-05-01,25,3,25,1059.09,12709.08,3.0,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
GL-EBF00D7B,CC-TWR-436318,Self-Supporting Lattice,190,Urban,45.541244,-94.213537,Duluth,MN,Owned,Summit (Owned),2017-11-01,2042-10-26,2117-10-08,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-EC87ADA8,CC-TWR-957915,Monopole,150,Urban,44.492729,-120.916756,Gresham,OR,Leased,Private Individual,2004-11-12,2029-11-06,2104-10-19,25,3,25,3669.93,44039.16,1.0,Fixed Annual,90,True,Active,True,2026-02-22 21:26:00
GL-D653D116,CC-TWR-959972,Monopole,170,Rural,34.633648,-81.524991,Macon,GA,Leased,Agricultural Land Trust,1998-06-23,2023-06-17,2098-05-29,25,3,25,1545.57,18546.84,2.0,Fixed Annual,180,True,Active,False,2026-02-22 21:26:00
GL-CFE060AD,CC-TWR-313701,Monopole,250,Urban,28.090095,-99.543935,San Antonio,TX,Leased,Commercial Property Owner,2014-05-18,2039-05-12,2114-04-24,25,3,25,6122.7,73472.4,1.5,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
GL-A46AF9E9,CC-TWR-397809,Guyed Tower,140,Highway Corridor,36.173928,-93.978082,Independence,MO,Leased,Municipality,2023-12-20,2048-12-13,2123-11-26,25,3,25,2449.49,29393.88,2.5,CPI-Based,90,True,Active,False,2026-02-22 21:26:00
GL-043537FE,CC-TWR-477717,Stealth/Concealed,110,Urban,35.662982,-82.69705,Knoxville,TN,Owned,Summit (Owned),1998-05-28,2023-05-22,2098-05-03,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-F05E2D46,CC-TWR-726111,Self-Supporting Lattice,250,Suburban,42.807744,-71.546014,Boston,MA,Leased,Private Individual,2000-03-07,2025-03-01,2100-02-11,25,3,25,2601.82,31221.84,2.5,CPI-Based,90,True,Active,False,2026-02-22 21:26:00
GL-E67F2D01,CC-TWR-880550,Guyed Tower,130,Industrial,31.524638,-83.040269,Macon,GA,Owned,Summit (Owned),1998-06-22,2023-06-16,2098-05-28,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,True,2026-02-22 21:26:00
GL-6AAC57CD,CC-TWR-954441,Self-Supporting Lattice,80,Suburban,35.251585,-76.970582,Charlotte,NC,Leased,Municipality,2015-05-08,2040-05-01,2115-04-14,25,3,25,1624.78,19497.36,2.5,Fixed Annual,120,True,Pending Renewal,False,2026-02-22 21:26:00
GL-037E2D75,CC-TWR-755910,Stealth/Concealed,290,Suburban,32.603589,-85.966015,Mobile,AL,Owned,Summit (Owned),2005-07-08,2030-07-02,2105-06-14,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-BF8A690E,CC-TWR-245308,Self-Supporting Lattice,260,Rural,34.253403,-112.966214,Scottsdale,AZ,Leased,Federal Agency,2015-11-26,2040-11-19,2115-11-02,25,3,25,763.0,9156.0,1.5,Fixed Annual,150,True,Pending Termination,False,2026-02-22 21:26:00
GL-0EAB23CD,CC-TWR-907455,Self-Supporting Lattice,120,Urban,41.290193,-90.545987,Cedar Rapids,IA,Leased,County Government,2018-10-06,2043-09-30,2118-09-12,25,3,25,4881.22,58574.64,3.0,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
GL-FD052A94,CC-TWR-534152,Monopole,210,Suburban,35.362477,-110.172825,Tucson,AZ,Leased,State DOT,2007-08-24,2032-08-17,2107-07-31,25,3,25,3814.55,45774.6,2.0,CPI-Based,120,True,Pending Renewal,False,2026-02-22 21:26:00
GL-EE7E4DA9,CC-TWR-741709,Stealth/Concealed,270,Urban,40.923732,-73.662868,Buffalo,NY,Owned,Summit (Owned),2006-10-19,2031-10-13,2106-09-25,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-4AFE8672,CC-TWR-599753,Stealth/Concealed,120,Rural,45.155568,-91.49487,Minneapolis,MN,Owned,Summit (Owned),2014-10-16,2039-10-10,2114-09-22,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-C4130030,CC-TWR-133795,Self-Supporting Lattice,210,Urban,46.412538,-122.647181,Vancouver,WA,Owned,Summit (Owned),2022-01-09,2047-01-03,2121-12-16,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-63872B34,CC-TWR-747033,Self-Supporting Lattice,230,Urban,41.271032,-114.143724,San Francisco,CA,Owned,Summit (Owned),2020-06-28,2045-06-22,2120-06-04,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-2F6158C8,CC-TWR-855185,Monopole,180,Highway Corridor,31.43172,-89.878357,New Orleans,LA,Owned,Summit (Owned),2010-10-24,2035-10-18,2110-09-30,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-9243D895,CC-TWR-357657,Guyed Tower,240,Urban,42.284502,-72.855631,Syracuse,NY,Leased,State DOT,2015-07-24,2040-07-17,2115-06-30,25,3,25,2794.39,33532.68,2.5,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
GL-30130260,CC-TWR-967823,Self-Supporting Lattice,170,Suburban,37.19412,-80.868121,Arlington,VA,Leased,Agricultural Land Trust,2012-03-14,2037-03-08,2112-02-19,25,3,25,2024.38,24292.56,1.0,CPI-Based,120,True,Active,False,2026-02-22 21:26:00
GL-5FDB5B0B,CC-TWR-288503,Stealth/Concealed,320,Suburban,42.361763,-120.495395,Gresham,OR,Owned,Summit (Owned),2016-12-18,2041-12-12,2116-11-24,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-5F80C4D9,CC-TWR-311741,Self-Supporting Lattice,220,Rural,30.536807,-95.24059,Dallas,TX,Leased,Municipality,2000-05-11,2025-05-05,2100-04-17,25,3,25,1399.23,16790.76,1.5,CPI-Based,90,True,Active,False,2026-02-22 21:26:00
GL-E11FB12E,CC-TWR-841635,Stealth/Concealed,200,Rural,43.170362,-78.402854,Syracuse,NY,Owned,Summit (Owned),2021-09-20,2046-09-14,2121-08-27,25,3,25,0.0,0.0,0.0,N/A,0,False,Active,False,2026-02-22 21:26:00
GL-1734C521,CC-TWR-791567,Stealth/Concealed,120,Rural,32.649011,-91.172542,Baton Rouge,LA,Leased,Church/Religious Org,2003-03-06,2028-02-28,2103-02-10,25,3,25,1499.9,17998.8,1.0,Fixed Annual,180,True,Active,True,2026-02-22 21:26:00
GL-04C8146F,CC-TWR-237962,Self-Supporting Lattice,140,Urban,36.866342,-81.735128,Arlington,VA,Leased,Agricultural Land Trust,1998-10-25,2023-10-19,2098-09-30,25,3,25,4398.33,52779.96,2.5,CPI-Based,180,True,Active,False,2026-02-22 21:26:00
GL-D6D65B50,CC-TWR-327408,Monopole,260,Suburban,40.431936,-86.026133,Indianapolis,IN,Leased,State DOT,2019-08-15,2044-08-08,2119-07-22,25,3,25,2348.42,28181.04,1.0,CPI-Based,90,True,Active,False,2026-02-22 21:26:00
GL-C3B3F438,CC-TWR-959959,Monopole,340,Suburban,41.278113,-72.371365,Waterbury,CT,Leased,County Government,2004-01-06,2028-12-30,2103-12-13,25,3,25,1615.12,19381.44,2.0,Fixed Annual,90,True,Active,False,2026-02-22 21:26:00
