invoice_id,erp_system,invoice_type,contract_ref,tower_ref,vendor_or_tenant,invoice_date,billing_period,invoiced_amount_usd,expected_amount_usd,payment_status,gl_account,cost_center,po_number,lease_status_at_billing,discrepancy_planted,notes
PO-INV-764522,SAP S/4HANA,AP,GL-6A11C221,CC-TWR-783176,Municipality,2024-11-01,2024-11,4891.93,4891.93,Paid,6110-002,CC-SOUTHEAST,PR-867804,Active,,
AP-INV-403771,Oracle Cloud ERP,AP,GL-3121DAEF,CC-TWR-292401,Private Individual,2024-07-01,2024-07,5090.59,5090.59,Paid,6110-100,CC-MIDWEST,PO-724443,Active,,
SI-985986,SAP ECC 6.0,AR,TL-F2BC703F,CC-TWR-159354,T-Mobile,2025-03-01,2025-03,4164.94,4164.94,Cleared,4210-001,CC-NORTHEAST,PO-633869,Active,,
AP-INV-294926,SAP ECC 6.0,AP,GL-EC87ADA8,CC-TWR-957915,Private Individual,2024-09-01,2024-09,4478.01,4478.01,Paid,6110-001,CC-WEST,REQ-594328,Active,,
SI-951569,Oracle EBS R12,AR,TL-41BB5798,CC-TWR-895667,US Cellular,2024-07-01,2024-07,1440.06,1440.06,Received,4210-100,CC-NORTHEAST,PR-564873,Active,,
PO-INV-815994,SAP ECC 6.0,AR,TL-F74F35C3,CC-TWR-770872,Verizon,2024-09-01,2024-09,5170.44,5170.44,Cleared,4210-100,CC-SOUTHWEST,PR-632415,Active,,
BILL-991742,SAP ECC 6.0,AR,TL-E0BFC17E,CC-TWR-755420,Verizon,2025-01-01,2025-01,3419.36,3419.36,Cleared,4210-001,CC-WEST,REQ-721078,Amendment Pending,,
INV-531463,Workday Financials,AR,TL-2CE28ADC,CC-TWR-218881,AT&T,2024-09-01,2024-09,2978.54,2978.54,Cleared,6110-001,CC-MIDWEST,PO-754964,Active,wrong_gl,
PO-INV-971122,SAP ECC 6.0,AR,TL-395A3595,CC-TWR-183958,AT&T,2025-02-01,2025-02,4546.2,4546.2,Received,4210-100,CC-NORTHEAST,PO-857358,Active,,
SI-498518,SAP S/4HANA,AR,TL-F77A2AC3,CC-TWR-786406,AT&T,2025-03-01,2025-03,4980.6,4980.6,Received,4210-050,CC-SOUTHEAST,PR-715098,Active,,
BILL-795404,Oracle Cloud ERP,AP,GL-16243216,CC-TWR-431246,Church/Religious Org,2025-01-01,2025-01,9139.67,9139.67,Paid,6110-001,CC-SOUTHWEST,PO-705605,Pending Renewal,,
AP-INV-581104,Oracle EBS R12,AP,GL-80019642,CC-TWR-802448,Private Individual,2024-06-01,2024-06,2077.76,2077.76,Paid,6110-001,CC-MIDWEST,PO-956157,Active,,
SI-780928,Oracle EBS R12,AP,GL-DCBB4D00,CC-TWR-568449,Federal Agency,2024-06-01,2024-06,3921.3,3921.3,Paid,6110-001,CC-MIDWEST,REQ-708530,Active,,
AP-INV-988043,Workday Financials,AR,TL-2C6C9374,CC-TWR-453487,T-Mobile,2024-09-01,2024-09,4271.0,4271.0,Cleared,4210-050,CC-MIDWEST,REQ-589213,Active,,
SI-517392,SAP ECC 6.0,AP,GL-3AE51758,CC-TWR-156802,State DOT,2024-11-01,2024-11,1542.53,1542.53,Paid,6110-002,CC-SOUTHWEST,PR-697135,Pending Termination,duplicate,
BILL-686960,SAP ECC 6.0,AR,TL-AD00DCA7,CC-TWR-979269,T-Mobile,2024-08-01,2024-08,2230.19,2306.66,Received,4210-050,CC-SOUTHEAST,PO-881201,Active,missed_escalation,
BILL-553272,Workday Financials,AR,TL-22E4FBFD,CC-TWR-561477,Verizon,2024-06-01,2024-06,3556.79,3556.79,Pending,4210-001,CC-NORTHEAST,REQ-883226,Active,,
SI-156168,SAP ECC 6.0,AR,TL-B6034CFD,CC-TWR-691380,T-Mobile,2024-06-01,2024-06,3646.37,3646.37,Cleared,4210-050,CC-NORTHEAST,PR-737902,Active,,
BILL-678178,Workday Financials,AR,TL-FC7FBBC9,CC-TWR-156213,AT&T,2024-07-01,2024-07,5066.85,5066.85,Applied,4210-100,CC-SOUTHEAST,REQ-682301,Amendment Pending,,
SI-893392,Oracle Cloud ERP,AP,GL-52BDB008,CC-TWR-211425,School District,2024-10-01,2024-10,6101.55,6101.55,Paid,6110-100,CC-SOUTHEAST,PO-964512,Active,,
SI-498084,SAP ECC 6.0,AR,TL-A800B61F,CC-TWR-322423,Verizon,2024-11-01,2024-11,4424.01,4424.01,Cleared,4210-100,CC-SOUTHWEST,PO-408722,Active,,
PO-INV-757796,Workday Financials,AR,TL-0CA8E850,CC-TWR-965401,T-Mobile,2025-02-01,2025-02,4295.76,4295.76,Pending,4210-100,CC-SOUTHEAST,PO-874132,Active,,
PO-INV-188110,SAP S/4HANA,AR,TL-62E20F8C,CC-TWR-399607,ATT,2024-11-01,2024-11,3426.39,3426.39,Cleared,4210-050,CC-WEST,PO-812574,Active,carrier_name,
PO-INV-388606,SAP S/4HANA,AR,TL-9BE3D84D,CC-TWR-336650,T-Mobile,2024-04-01,2024-04,4926.24,4926.24,Cleared,4210-050,CC-SOUTHEAST,PO-423629,Active,,
INV-280443,Workday Financials,AR,TL-86E361CE,CC-TWR-871476,AT&T,2024-12-01,2024-12,7164.38,7164.38,Received,4210-100,CC-MIDWEST,REQ-637794,Pending Renewal,,
PO-INV-566230,Oracle Cloud ERP,AR,TL-16DAE7E9,CC-TWR-324993,AT&T,2024-10-01,2024-10,6425.85,6425.85,Received,4210-050,CC-NORTHEAST,REQ-426901,Active,,
AP-INV-480973,SAP ECC 6.0,AR,TL-FC4CCC37,CC-TWR-823846,AT&T,2024-11-01,2024-11,4822.02,4822.02,Received,4210-001,CC-SOUTHWEST,REQ-891595,Active,,
BILL-745674,Oracle Cloud ERP,AR,TL-B262A3D4,CC-TWR-896456,AT&T,2025-01-01,2025-01,3051.66,3051.66,Received,4210-100,CC-WEST,REQ-726375,Active,,
AP-INV-438466,Workday Financials,AR,TL-7D22CADD,CC-TWR-154615,Verizon,2025-03-01,2025-03,7536.08,7536.08,Pending,4210-100,CC-SOUTHEAST,PR-958647,Pending Renewal,,
INV-681986,SAP ECC 6.0,AR,TL-C3EBE52C,CC-TWR-105919,Verizon,2024-04-01,2024-04,5456.53,5456.53,Received,4210-100,CC-SOUTHEAST,PR-879726,Active,,
BILL-314100,Oracle EBS R12,AR,TL-7BE90B24,CC-TWR-577079,T-Mobile,2024-07-01,2024-07,3733.64,3733.64,Received,4210-001,CC-SOUTHEAST,PO-408901,Terminated,duplicate,
INV-785775,Workday Financials,AP,GL-65D863E2,CC-TWR-826155,County Government,2024-12-01,2024-12,9726.95,14170.33,Pending,6110-002,CC-NORTHEAST,PR-404634,Active,missed_escalation,
PO-INV-208065,SAP S/4HANA,AR,TL-B69AE8C4,CC-TWR-552275,Verizon,2024-09-01,2024-09,5397.46,5397.46,Cleared,4210-100,CC-NORTHEAST,PO-943634,Active,,
INV-265995,Oracle EBS R12,AP,GL-891FECF4,CC-TWR-831514,Tribal Authority,2024-09-01,2024-09,3589.95,3589.95,Pending,6110-100,CC-MIDWEST,PO-412764,Active,,
BILL-982334,SAP S/4HANA,AR,TL-52F36FCD,CC-TWR-977345,Verizon,2025-01-01,2025-01,7327.24,7327.24,Applied,4210-050,CC-NORTHEAST,PR-944783,Pending Renewal,,
BILL-703876,SAP S/4HANA,AR,TL-98F56730,CC-TWR-561477,C Spire,2024-09-01,2024-09,2593.38,2593.38,Cleared,4210-001,CC-NORTHEAST,PO-945028,Active,,
AP-INV-582327,Oracle EBS R12,AP,GL-DF34D0AF,CC-TWR-389930,Church/Religious Org,2024-12-01,2024-12,5005.49,5005.49,Pending,6110-002,CC-SOUTHEAST,PR-695322,Active,,
SI-801377,SAP S/4HANA,AR,TL-AEAD3F34,CC-TWR-358494,US Cellular,2025-02-01,2025-02,1433.49,1433.49,Received,4210-100,CC-SOUTHWEST,PO-896635,Active,,
SI-109565,Oracle EBS R12,AR,TL-EFBF8698,CC-TWR-560959,Verizon,2024-04-01,2024-04,4871.51,4871.51,Received,4210-100,CC-NORTHEAST,PR-792177,Active,,
BILL-777136,SAP S/4HANA,AP,GL-6C602D29,CC-TWR-209812,School District,2024-11-01,2024-11,2419.23,2419.23,Paid,6110-100,CC-WEST,REQ-800557,Under Renegotiation,,
SI-854778,SAP S/4HANA,AR,TL-8334C3C5,CC-TWR-501936,T-Mobile,2024-12-01,2024-12,4276.73,4276.73,Cleared,4210-001,CC-MIDWEST,PR-657631,Active,,
AP-INV-402394,Oracle Cloud ERP,AR,TL-0C801023,CC-TWR-786393,AT&T,2024-05-01,2024-05,2515.22,2515.22,Received,4210-001,CC-NORTHEAST,REQ-486751,Active,,
AP-INV-905998,Oracle Cloud ERP,AR,TL-F4B45370,CC-TWR-178957,T-Mobile,2024-04-01,2024-04,4454.45,4454.45,Received,4210-100,CC-SOUTHEAST,PO-899138,Active,,
INV-404631,Oracle Cloud ERP,AR,TL-83204F68,CC-TWR-488571,T-Mobile,2024-04-01,2024-04,2539.31,2539.31,Received,4210-050,CC-SOUTHEAST,REQ-857177,Active,,
AP-INV-511021,Oracle EBS R12,AR,TL-9B95AF5A,CC-TWR-831514,Verizon,2024-10-01,2024-10,6440.53,6440.53,Cleared,4210-050,CC-MIDWEST,PO-479742,Active,,
BILL-803486,SAP S/4HANA,AP,GL-B27A76E1,CC-TWR-972565,Agricultural Land Trust,2024-12-01,2024-12,4079.57,4079.57,Pending,6110-100,CC-SOUTHEAST,PO-912806,Active,,
INV-849274,Oracle EBS R12,AR,TL-DA57B27C,CC-TWR-672547,Verizon,2024-07-01,2024-07,3762.8,5083.89,Pending,4210-050,CC-NORTHEAST,PR-543958,Active,missed_escalation,
BILL-899396,Workday Financials,AR,TL-BD2189DD,CC-TWR-550418,AT&T,2024-05-01,2024-05,5561.08,5561.08,Pending,4210-001,CC-SOUTHEAST,PR-610555,Active,,
AP-INV-401188,SAP ECC 6.0,AR,TL-8D74C75E,CC-TWR-436318,Verizon,2024-06-01,2024-06,2616.75,4197.18,Received,4210-001,CC-MIDWEST,REQ-833132,Active,missed_escalation,
PO-INV-147908,Workday Financials,AR,TL-5F0D2546,CC-TWR-827143,Verizon,2024-04-01,2024-04,4880.06,4880.06,Pending,4210-100,CC-WEST,REQ-589799,Active,,
PO-INV-288754,Oracle Cloud ERP,AR,TL-45886BD0,CC-TWR-902784,AT&T,2024-08-01,2024-08,4655.89,4588.69,Pending,4210-001,CC-SOUTHEAST,PO-638564,Active,amount_mismatch,
PO-INV-243911,Workday Financials,AP,GL-A56B4977,CC-TWR-706403,Municipality,2024-05-01,2024-05,5759.9,5759.9,Paid,4210-050,CC-SOUTHEAST,REQ-695757,Pending Renewal,wrong_gl,
INV-779316,Workday Financials,AP,GL-1AE7FFD2,CC-TWR-323508,Church/Religious Org,2024-11-01,2024-11,11905.27,11905.27,Paid,6110-001,CC-NORTHEAST,PO-494756,Active,,
PO-INV-720914,Oracle EBS R12,AR,TL-5FBD2F9C,CC-TWR-653306,DISH Wireless,2024-10-01,2024-10,4010.65,4010.65,Disputed,4210-001,CC-MIDWEST,REQ-476619,Suspended,,
SI-442866,SAP S/4HANA,AR,TL-D2C988E1,CC-TWR-453487,DISH Wireless,2024-09-01,2024-09,1703.63,1703.63,Disputed,4210-001,CC-MIDWEST,PR-848479,Suspended,billing_suspended,
INV-754203,Oracle Cloud ERP,AR,TL-51C4E87F,CC-TWR-311741,T-Mobile,2024-12-01,2024-12,4803.65,4803.65,Cleared,4210-100,CC-SOUTHWEST,PR-724577,Active,,
INV-908823,SAP S/4HANA,AR,TL-62D8F8A0,CC-TWR-561477,Verizon,2024-04-01,2024-04,4179.3,4179.3,Received,4210-001,CC-NORTHEAST,PR-809799,Active,,
AP-INV-790702,SAP S/4HANA,AR,TL-15373B8C,CC-TWR-841666,AT&T,2024-04-01,2024-04,4556.05,4556.05,Pending,4210-050,CC-MIDWEST,PR-820515,Active,,
INV-514468,Workday Financials,AR,TL-D6BDA7A0,CC-TWR-924265,Verizon,2024-08-01,2024-08,5671.57,5671.57,Received,4210-001,CC-SOUTHEAST,PO-641254,Active,,
AP-INV-720923,SAP S/4HANA,AP,GL-1B59FF71,CC-TWR-271276,School District,2025-01-01,2025-01,10728.26,10728.26,Cleared,6110-100,CC-MIDWEST,PO-863274,Under Renegotiation,,
INV-161505,Oracle EBS R12,AR,TL-79C62812,CC-TWR-665610,Cellular South,2025-01-01,2025-01,1171.83,1171.83,Pending,4210-050,CC-SOUTHWEST,PR-942676,Active,carrier_name,
BILL-795734,Oracle EBS R12,AP,GL-C7B23ACB,CC-TWR-479201,Municipality,2024-08-01,2024-08,733.53,753.66,Paid,6110-001,CC-MIDWEST,PO-901822,Active,amount_mismatch,
SI-134104,Oracle Cloud ERP,AP,GL-4495DD43,CC-TWR-841666,Agricultural Land Trust,2025-02-01,2025-02,8296.03,8296.03,Paid,6110-100,CC-MIDWEST,PO-611454,Active,,
BILL-235971,Workday Financials,AR,TL-B5FF6295,CC-TWR-105919,AT&T,2024-12-01,2024-12,5095.6,5095.6,Cleared,4210-100,CC-SOUTHEAST,PR-512769,Active,,
SI-960713,Oracle EBS R12,AR,TL-F369C55A,CC-TWR-946561,AT&T,2024-11-01,2024-11,3219.94,3219.94,Received,4210-050,CC-WEST,REQ-975703,Active,,
BILL-406988,Oracle Cloud ERP,AR,TL-960AB194,CC-TWR-726822,T-Mobile,2025-01-01,2025-01,5334.21,5334.21,Received,4210-100,CC-MIDWEST,REQ-654005,Active,,
PO-INV-221822,Oracle EBS R12,AP,GL-09BA426C,CC-TWR-214119,Church/Religious Org,2025-02-01,2025-02,3607.37,3889.4,Paid,6110-100,CC-NORTHEAST,PR-929051,Active,amount_mismatch,
BILL-782647,SAP S/4HANA,AP,GL-3D0F781F,CC-TWR-772642,Church/Religious Org,2024-06-01,2024-06,1376.01,1376.01,Pending,6110-002,CC-SOUTHEAST,PR-679473,Active,,
PO-INV-682083,Workday Financials,AR,TL-C6EDF0E4,CC-TWR-271276,Verizon,2025-02-01,2025-02,3713.5,3713.5,Received,4210-100,CC-MIDWEST,PR-904907,Active,,
SI-994301,Oracle EBS R12,AR,TL-A347D3C7,CC-TWR-717661,T-Mobile,2024-11-01,2024-11,5429.57,5429.57,Received,4210-001,CC-SOUTHEAST,PR-630346,Active,,
BILL-922267,SAP ECC 6.0,AR,TL-0D8B6B37,CC-TWR-990598,Verizon,2024-05-01,2024-05,4450.19,4450.19,Received,4210-001,CC-SOUTHEAST,PR-854496,Amendment Pending,,
BILL-960851,Oracle EBS R12,AR,TL-07D9AB07,CC-TWR-414546,AT&T,2024-06-01,2024-06,2085.6,2085.6,Pending,4210-001,CC-NORTHEAST,PR-659929,Active,,
AP-INV-614330,SAP ECC 6.0,AR,TL-795D4716,CC-TWR-857997,T-Mobile,2025-01-01,2025-01,4130.07,4130.07,Cleared,4210-050,CC-SOUTHEAST,PR-638807,Pending Renewal,,
PO-INV-169568,SAP S/4HANA,AR,TL-972574E5,CC-TWR-389930,T-Mobile,2025-02-01,2025-02,4869.03,4869.03,Received,4210-100,CC-SOUTHEAST,REQ-892847,Active,,
SI-359650,SAP ECC 6.0,AP,GL-BC12F234,CC-TWR-768676,State DOT,2025-01-01,2025-01,1584.01,1584.01,Paid,6110-100,CC-SOUTHWEST,PO-971759,Active,,
AP-INV-311561,Oracle Cloud ERP,AR,TL-D8CAB011,CC-TWR-775960,AT&T,2024-06-01,2024-06,4157.52,4157.52,Cleared,4210-100,CC-WEST,PO-630767,Active,,
SI-860132,SAP ECC 6.0,AR,TL-98B9A3F9,CC-TWR-841521,T-Mobile,2024-04-01,2024-04,4524.23,4524.23,Received,4210-001,CC-MIDWEST,REQ-869304,Active,,
AP-INV-921621,SAP ECC 6.0,AR,TL-795D4716,CC-TWR-857997,T-Mobile,2024-07-01,2024-07,4130.07,4130.07,Received,4210-050,CC-SOUTHEAST,PR-467882,Pending Renewal,,
INV-812011,Oracle EBS R12,AP,GL-D5D8B50D,CC-TWR-567574,Federal Agency,2024-10-01,2024-10,2517.13,2517.13,Pending,6110-001,CC-NORTHEAST,PO-898459,Pending Renewal,tower_id_typo,
SI-650346,Oracle Cloud ERP,AR,TL-8AEFB21B,CC-TWR-827143,AT&T,2024-08-01,2024-08,4550.67,4550.67,Received,4210-100,CC-WEST,REQ-531073,Active,,
INV-152817,Oracle Cloud ERP,AP,GL-D14757FE,CC-TWR-204053,State DOT,2024-06-01,2024-06,5472.37,5472.37,Paid,6110-002,CC-MIDWEST,REQ-962180,Active,,
PO-INV-723427,Workday Financials,AP,GL-E7218481,CC-TWR-839945,School District,2024-08-01,2024-08,1676.95,1637.15,Paid,6110-002,CC-MIDWEST,PR-702179,Active,amount_mismatch,
SI-213676,SAP S/4HANA,AP,GL-B6A8DA2B,CC-TWR-596171,Church/Religious Org,2024-08-01,2024-08,1316.14,1316.14,Paid,6110-002,CC-MIDWEST,REQ-885428,Active,,
BILL-937608,Workday Financials,AP,GL-8562FC77,CC-TWR-253347,County Government,2024-06-01,2024-06,2370.19,2370.19,Pending,6110-001,CC-SOUTHWEST,REQ-761703,Pending Termination,billing_terminated,
SI-901556,Oracle EBS R12,AR,TL-0C809D26,CC-TWR-480303,Verizon,2024-07-01,2024-07,8654.4,8654.4,Applied,4210-050,CC-MIDWEST,REQ-743681,Active,,
BILL-321231,Oracle EBS R12,AR,TL-8FD2EA10,CC-TWR-916990,T-Mobile,2024-06-01,2024-06,3065.73,3065.73,Received,4210-100,CC-MIDWEST,PR-469146,Active,,
AP-INV-546913,SAP S/4HANA,AR,TL-6A151F44,CC-TWR-902784,Verizon,2024-06-01,2024-06,4875.58,4875.58,Applied,4210-001,CC-SOUTHEAST,PR-675338,Pending Renewal,,
SI-931704,SAP S/4HANA,AR,TL-48C0F7D2,CC-TWR-495533,C Spire,2024-10-01,2024-10,1489.57,1489.57,Pending,6110-002,CC-WEST,REQ-411281,Active,wrong_gl,
PO-INV-363463,Workday Financials,AR,TL-6BDB4E0E,CC-TWR-272529,Verizon,2024-05-01,2024-05,3380.2,3380.2,Cleared,4210-050,CC-NORTHEAST,PO-865609,Active,,
INV-717479,SAP S/4HANA,AR,TL-719D6B44,CC-TWR-941814,AT&T,2024-11-01,2024-11,4148.83,4148.83,Received,4210-100,CC-SOUTHWEST,PO-909483,Active,,
INV-105005,Oracle Cloud ERP,AP,GL-D14757FE,CC-TWR-204053,State DOT,2025-02-01,2025-02,5472.37,5472.37,Paid,6110-002,CC-MIDWEST,PR-808869,Active,,
INV-532699,Oracle Cloud ERP,AR,TL-4F819E08,CC-TWR-582662,DISH Wireless,2024-09-01,2024-09,1978.98,1978.98,Past Due,4210-100,CC-SOUTHWEST,REQ-641159,Suspended,billing_suspended,
AP-INV-632979,SAP ECC 6.0,AP,GL-BC12F234,CC-TWR-768676,State DOT,2025-03-01,2025-03,1584.01,1584.01,Paid,6110-100,CC-SOUTHWEST,REQ-754787,Active,,
BILL-378718,SAP S/4HANA,AP,GL-E6D1BD8F,CC-TWR-174852,Private Individual,2024-09-01,2024-09,11461.1,11461.1,Cleared,6110-001,CC-WEST,PO-418960,Active,,
INV-924412,SAP ECC 6.0,AP,GL-D653D116,CC-TWR-959972,Agricultural Land Trust,2025-03-01,2025-03,2586.38,2586.38,Paid,6110-002,CC-SOUTHEAST,PO-945810,Active,,
AP-INV-355857,SAP ECC 6.0,AR,TL-4A57FA65,CC-TWR-996840,T-Mobile,2025-03-01,2025-03,5101.03,5101.03,Received,4210-050,CC-SOUTHEAST,REQ-625859,Active,,
PO-INV-796372,SAP ECC 6.0,AP,GL-D653D116,CC-TWR-959972,Agricultural Land Trust,2024-06-01,2024-06,2586.38,2586.38,Paid,6110-002,CC-SOUTHEAST,REQ-666118,Active,,
PO-INV-883459,SAP S/4HANA,AP,GL-698EECC3,CC-TWR-154615,State DOT,2024-07-01,2024-07,1831.01,1831.01,Paid,4210-050,CC-SOUTHEAST,PR-684560,Active,wrong_gl,
AP-INV-470083,Workday Financials,AR,TL-05924E44,CC-TWR-971482,AT&T,2025-01-01,2025-01,2556.53,2556.53,Cleared,4210-100,CC-SOUTHEAST,REQ-970055,Amendment Pending,,
INV-201752,Workday Financials,AR,TL-C530AF9D,CC-TWR-239816,T-Mobile,2024-07-01,2024-07,4959.03,4959.03,Received,4210-050,CC-MIDWEST,PR-483736,Pending Renewal,,
PO-INV-589170,Oracle EBS R12,AR,TL-0C8095BC,CC-TWR-985893,Verizon,2025-02-01,2025-02,5070.29,5070.29,Cleared,4210-100,CC-NORTHEAST,REQ-818676,Active,,
BILL-175957,SAP S/4HANA,AR,TL-0F1C7715,CC-TWR-443254,DISH Wireless,2025-02-01,2025-02,3084.84,3084.84,Past Due,4210-050,CC-SOUTHWEST,REQ-881212,Suspended,billing_suspended,
SI-827828,Oracle EBS R12,AR,TL-5FBD2F9C,CC-TWR-653306,DISH Wireless,2024-08-01,2024-08,4010.65,4010.65,Past Due,4210-001,CC-MIDWEST,REQ-972734,Suspended,,
AP-INV-740542,Oracle EBS R12,AP,GL-9B7E0382,CC-TWR-717661,Agricultural Land Trust,2025-03-01,2025-03,1540.92,1540.92,Paid,6110-100,CC-SOUTHEAST,REQ-585524,Active,,
INV-152944,SAP S/4HANA,AP,GL-68C3B1C6,CC-TWR-491738,County Government,2024-06-01,2024-06,2046.54,2046.54,Paid,6110-001,CC-SOUTHWEST,PR-777505,Active,,
SI-748767,Oracle Cloud ERP,AP,GL-CA0200F6,CC-TWR-205239,County Government,2024-10-01,2024-10,732.29,732.29,Paid,6110-100,CC-NORTHEAST,REQ-634866,Active,,
BILL-442227,Oracle EBS R12,AP,GL-694A8240,CC-TWR-941814,Tribal Authority,2024-07-01,2024-07,2936.41,2936.41,Pending,6110-001,CC-SOUTHWEST,PO-531598,Active,,
SI-327995,SAP ECC 6.0,AR,TL-8AF1F6D4,CC-TWR-644719,Verizon,2024-09-01,2024-09,3761.97,3761.97,Received,4210-001,CC-WEST,REQ-508885,Active,,
SI-148678,SAP S/4HANA,AR,TL-0FD4FA82,CC-TWR-183958,DISH Wireless,2024-10-01,2024-10,2093.56,2038.52,Received,4210-100,CC-NORTHEAST,PR-974577,Terminated,over_escalation,
BILL-982353,Oracle Cloud ERP,AP,GL-8F981C04,CC-TWR-230679,Church/Religious Org,2024-12-01,2024-12,5368.71,5368.71,Paid,6110-001,CC-WEST,PO-959442,Active,,
SI-141839,SAP ECC 6.0,AR,TL-956A3412,CC-TWR-109909,AT&T,2024-10-01,2024-10,3130.61,3130.61,Pending,4210-050,CC-SOUTHEAST,REQ-813198,Pending Renewal,,
INV-674493,Oracle Cloud ERP,AR,TL-792A9680,CC-TWR-706403,T-Mobile,2025-03-01,2025-03,4247.71,4247.71,Received,4210-001,CC-SOUTHEAST,PO-762716,Active,,
INV-547086,Oracle EBS R12,AR,TL-3C5D17CA,CC-TWR-992819,AT&T,2024-09-01,2024-09,8546.66,8546.66,Received,4210-100,CC-SOUTHEAST,REQ-515703,Active,,
AP-INV-846583,Oracle Cloud ERP,AR,TL-F4B45370,CC-TWR-178957,T-Mobile,2025-03-01,2025-03,4454.45,4454.45,Received,4210-100,CC-SOUTHEAST,PO-781298,Active,,
SI-245024,Workday Financials,AR,TL-21177D77,CC-TWR-132359,DISH Wireless,2025-02-01,2025-02,2065.24,2065.24,Partial,4210-001,CC-MIDWEST,PO-529330,Suspended,billing_suspended,
BILL-917545,SAP ECC 6.0,AR,TL-4F994F62,CC-TWR-324597,Verizon,2024-04-01,2024-04,4002.39,4002.39,Pending,4210-001,CC-NORTHEAST,PO-597468,Active,,
SI-771131,Oracle Cloud ERP,AR,TL-6D8F1F84,CC-TWR-212255,Verizon,2025-03-01,2025-03,5725.71,5725.71,Received,4210-100,CC-WEST,REQ-935022,Active,,
SI-941502,SAP ECC 6.0,AR,TL-FB12BEFA,CC-TWR-460663,T-Mobile,2024-04-01,2024-04,2408.12,2408.12,Received,4210-001,CC-NORTHEAST,PO-693287,Active,,
SI-702647,SAP S/4HANA,AR,TL-02964DEC,CC-TWR-823846,AT&T,2024-04-01,2024-04,5085.06,5085.06,Received,4210-001,CC-SOUTHWEST,PR-487430,Active,,
AP-INV-479929,SAP ECC 6.0,AR,TL-AAD5A2DD,CC-TWR-907455,T-Mobile,2025-02-01,2025-02,3013.87,3013.87,Received,4210-050,CC-MIDWEST,REQ-475053,Active,,
BILL-362916,SAP S/4HANA,AP,GL-00B81398,CC-TWR-572387,Agricultural Land Trust,2024-10-01,2024-10,623.08,623.08,Paid,6110-100,CC-MIDWEST,PR-732016,Active,,
BILL-327535,Workday Financials,AR,TL-AF3C7E2C,CC-TWR-387330,Verizon,2025-03-01,2025-03,5783.67,5783.67,Pending,4210-050,CC-MIDWEST,REQ-552207,Active,,
BILL-564721,SAP ECC 6.0,AR,TL-37F063F7,CC-TWR-665579,Verizon,2025-03-01,2025-03,8235.98,8235.98,Cleared,4210-050,CC-NORTHEAST,REQ-687910,Active,,
PO-INV-799180,SAP S/4HANA,AR,TL-4F4E35DA,CC-TWR-460572,T-Mobile,2024-10-01,2024-10,3853.73,3853.73,Received,4210-050,CC-MIDWEST,REQ-602882,Active,,
PO-INV-368579,SAP S/4HANA,AR,TL-D7CB0DDB,CC-TWR-180657,Verizon,2024-04-01,2024-04,5143.06,5143.06,Received,4210-001,CC-MIDWEST,PR-924122,Active,,
SI-645030,Oracle Cloud ERP,AP,GL-CC317BDC,CC-TWR-463546,Municipality,2025-01-01,2025-01,832.17,832.17,Paid,6110-100,CC-SOUTHEAST,PR-844027,Pending Renewal,,
BILL-525330,Oracle Cloud ERP,AP,GL-807FF2AE,CC-TWR-813884,Private Individual,2024-08-01,2024-08,4967.34,4967.34,Cleared,6110-100,CC-MIDWEST,PR-451984,Active,,
INV-694325,SAP ECC 6.0,AR,TL-0BD4CEF2,CC-TWR-291961,AT&T,2025-01-01,2025-01,4473.64,4473.64,Cleared,4210-100,CC-SOUTHEAST,PR-507017,Active,,
BILL-543013,Oracle EBS R12,AR,TL-1E23D2E5,CC-TWR-555589,DISH Wireless,2024-11-01,2024-11,3797.19,3797.19,Past Due,4210-100,CC-SOUTHEAST,PR-886923,Suspended,,
SI-919216,Workday Financials,AR,TL-7C041BFF,CC-TWR-388016,Verizon,2024-06-01,2024-06,3487.67,3487.67,Received,4210-050,CC-WEST,PR-926670,Active,,
INV-181433,SAP S/4HANA,AP,GL-14627723,CC-TWR-680099,School District,2024-12-01,2024-12,4504.93,4504.93,Paid,6110-001,CC-SOUTHEAST,PR-740745,Active,,
INV-909684,SAP S/4HANA,AR,TL-4943229E,CC-TWR-823846,US Cellular,2024-11-01,2024-11,2331.38,2331.38,Applied,4210-100,CC-SOUTHWEST,PO-503180,Active,duplicate,
PO-INV-297757,SAP S/4HANA,AR,TL-44B59CC8,CC-TWR-412856,Verizon,2024-09-01,2024-09,3768.35,3768.35,Received,4210-100,CC-NORTHEAST,PR-791120,Active,,
BILL-367823,SAP S/4HANA,AR,TL-B5F08101,CC-TWR-359168,T-Mobile,2025-02-01,2025-02,2563.83,2563.83,Cleared,4210-100,CC-NORTHEAST,PR-742612,Active,,
SI-361704,Oracle Cloud ERP,AP,GL-EAB4BACA,CC-TWR-735388,Private Individual,2025-03-01,2025-03,3893.59,3893.59,Cleared,6110-100,CC-NORTHEAST,PR-922215,Active,,
SI-455051,SAP ECC 6.0,AR,TL-54927E95,CC-TWR-694916,AT&T,2024-09-01,2024-09,2920.71,2920.71,Received,4210-100,CC-NORTHEAST,PO-701196,Pending Renewal,,
SI-580970,SAP S/4HANA,AP,GL-70D0C5B9,CC-TWR-395459,Tribal Authority,2025-01-01,2025-01,3652.54,3652.54,Paid,6110-100,CC-MIDWEST,REQ-530826,Active,,
