access_id,tower_id,access_date,carrier,contractor,purpose,duration_hours,has_matching_mod_application,discrepancy_type,notes
ACC-861411-20250209-2,CC-TWR-861411,2025-02-09,Verizon,CommScope Install,Antenna Swap,9.9,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-861411-20250131-3,CC-TWR-861411,2025-01-31,US Cellular,Unknown,Unknown,3.5,True,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-861411-20250117-4,CC-TWR-861411,2025-01-17,US Cellular,SAI Group,Generator Service,9.4,False,none,
ACC-861411-20240621-5,CC-TWR-861411,2024-06-21,Verizon,Unknown,Unknown,6.9,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-861411-20241019-6,CC-TWR-861411,2024-10-19,Verizon,CommScope Install,Generator Service,9.9,True,none,
ACC-861411-20240801-7,CC-TWR-861411,2024-08-01,US Cellular,CommScope Install,Antenna Swap,8.3,False,none,
ACC-861411-20240806-8,CC-TWR-861411,2024-08-06,US Cellular,SAI Group,Routine Maintenance,6.4,False,none,
ACC-698384-20250128-1,CC-TWR-698384,2025-01-28,Verizon,Summit Field Ops,Inspection,7.1,False,none,
ACC-698384-20241010-2,CC-TWR-698384,2024-10-10,Verizon,CommScope Install,Antenna Swap,5.6,False,none,
ACC-874524-20240612-1,CC-TWR-874524,2024-06-12,T-Mobile,Ericsson Services,Generator Service,4.9,False,none,
ACC-874524-20240713-2,CC-TWR-874524,2024-07-13,T-Mobile,Nokia Deployment,Emergency Repair,7.5,False,none,
ACC-874524-20241101-3,CC-TWR-874524,2024-11-01,T-Mobile,Vertical Bridge Services,Decommission,11.9,False,none,
ACC-874524-20240614-4,CC-TWR-874524,2024-06-14,T-Mobile,CommScope Install,Routine Maintenance,1.5,False,none,
ACC-874524-20240713-5,CC-TWR-874524,2024-07-13,T-Mobile,CommScope Install,Equipment Install,8.0,False,none,
ACC-874524-20241004-6,CC-TWR-874524,2024-10-04,T-Mobile,MasTec,Emergency Repair,1.3,False,none,
ACC-234443-20250103-1,CC-TWR-234443,2025-01-03,T-Mobile,Unknown,Emergency Repair,10.5,False,none,
ACC-234443-20240731-2,CC-TWR-234443,2024-07-31,DISH Wireless,SAI Group,Antenna Swap,10.9,False,none,
ACC-234443-20250218-3,CC-TWR-234443,2025-02-18,DISH Wireless,Summit Field Ops,Equipment Install,11.9,False,none,
ACC-234443-20241231-4,CC-TWR-234443,2024-12-31,T-Mobile,Ericsson Services,Emergency Repair,3.9,False,none,
ACC-234443-20240929-5,CC-TWR-234443,2024-09-29,DISH Wireless,Summit Field Ops,Routine Maintenance,4.4,False,none,
ACC-234443-20241023-6,CC-TWR-234443,2024-10-23,DISH Wireless,Black & Veatch,Inspection,8.8,False,none,
ACC-827143-20250205-1,CC-TWR-827143,2025-02-05,AT&T,MasTec,Equipment Install,5.7,True,none,
ACC-827143-20241205-2,CC-TWR-827143,2024-12-05,AT&T,Summit Field Ops,Inspection,6.5,False,none,
ACC-827143-20240622-3,CC-TWR-827143,2024-06-22,AT&T,CommScope Install,Antenna Swap,11.1,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-827143-20250115-4,CC-TWR-827143,2025-01-15,T-Mobile,SAI Group,Routine Maintenance,6.5,False,none,
ACC-827143-20250118-5,CC-TWR-827143,2025-01-18,T-Mobile,Summit Field Ops,Antenna Swap,10.4,False,none,
ACC-827143-20241010-6,CC-TWR-827143,2024-10-10,Verizon,Summit Field Ops,Antenna Swap,5.2,False,none,
ACC-908554-20240702-1,CC-TWR-908554,2024-07-02,AT&T,Vertical Bridge Services,Decommission,8.8,False,none,
ACC-908554-20240914-2,CC-TWR-908554,2024-09-14,AT&T,CommScope Install,Generator Service,9.0,False,none,
ACC-908554-20240728-3,CC-TWR-908554,2024-07-28,AT&T,Unknown,Unknown,5.4,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-908554-20241003-4,CC-TWR-908554,2024-10-03,AT&T,MasTec,Decommission,10.5,False,none,
ACC-908554-20241222-5,CC-TWR-908554,2024-12-22,AT&T,Black & Veatch,Emergency Repair,5.0,False,none,
ACC-908554-20241227-6,CC-TWR-908554,2024-12-27,AT&T,Black & Veatch,Antenna Swap,9.3,False,none,
ACC-908554-20241010-7,CC-TWR-908554,2024-10-10,AT&T,CommScope Install,Emergency Repair,4.3,False,none,
ACC-908554-20250127-8,CC-TWR-908554,2025-01-27,AT&T,SAI Group,Routine Maintenance,2.2,True,none,
ACC-208751-20250125-1,CC-TWR-208751,2025-01-25,AT&T,Summit Field Ops,Routine Maintenance,5.7,False,none,
ACC-208751-20240629-2,CC-TWR-208751,2024-06-29,AT&T,Summit Field Ops,Equipment Install,6.7,False,none,
ACC-208751-20240628-3,CC-TWR-208751,2024-06-28,Verizon,Nokia Deployment,Equipment Install,9.3,False,none,
ACC-208751-20240707-4,CC-TWR-208751,2024-07-07,AT&T,Ericsson Services,Inspection,9.4,False,none,
ACC-208751-20250226-5,CC-TWR-208751,2025-02-26,AT&T,Summit Field Ops,Decommission,2.3,False,none,
ACC-594580-20241123-1,CC-TWR-594580,2024-11-23,DISH Wireless,Nokia Deployment,Inspection,9.3,False,none,
ACC-594580-20240920-2,CC-TWR-594580,2024-09-20,DISH Wireless,Vertical Bridge Services,Decommission,9.4,False,none,
ACC-770872-20240918-1,CC-TWR-770872,2024-09-18,Verizon,Summit Field Ops,Emergency Repair,7.6,True,none,
ACC-770872-20240924-2,CC-TWR-770872,2024-09-24,Verizon,Black & Veatch,Routine Maintenance,10.2,True,none,
ACC-770872-20241012-3,CC-TWR-770872,2024-10-12,Verizon,Black & Veatch,Emergency Repair,11.1,True,none,
ACC-986438-20240716-1,CC-TWR-986438,2024-07-16,T-Mobile,Nokia Deployment,Inspection,10.8,False,none,
ACC-986438-20241022-2,CC-TWR-986438,2024-10-22,Verizon,SAI Group,Decommission,2.9,False,none,
ACC-986438-20250119-3,CC-TWR-986438,2025-01-19,Verizon,Vertical Bridge Services,Inspection,10.6,False,none,
ACC-986438-20250215-4,CC-TWR-986438,2025-02-15,T-Mobile,Summit Field Ops,Antenna Swap,6.6,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-986438-20240803-5,CC-TWR-986438,2024-08-03,Verizon,Black & Veatch,Routine Maintenance,5.4,False,none,
ACC-986438-20240714-6,CC-TWR-986438,2024-07-14,Verizon,SAI Group,Equipment Install,5.8,False,none,
ACC-986438-20250214-7,CC-TWR-986438,2025-02-14,Verizon,Vertical Bridge Services,Generator Service,8.2,False,none,
ACC-986438-20250118-8,CC-TWR-986438,2025-01-18,Verizon,Ericsson Services,Routine Maintenance,1.1,False,none,
ACC-863187-20241206-1,CC-TWR-863187,2024-12-06,AT&T,Black & Veatch,Emergency Repair,3.2,True,none,
ACC-863187-20250112-2,CC-TWR-863187,2025-01-12,AT&T,MasTec,Routine Maintenance,6.3,False,none,
ACC-863187-20240601-3,CC-TWR-863187,2024-06-01,T-Mobile,Black & Veatch,Equipment Install,10.2,False,none,
ACC-863187-20241030-4,CC-TWR-863187,2024-10-30,T-Mobile,Unknown,Emergency Repair,10.6,False,none,
ACC-863187-20241214-5,CC-TWR-863187,2024-12-14,T-Mobile,Ericsson Services,Inspection,3.3,False,none,
ACC-862560-20240701-1,CC-TWR-862560,2024-07-01,AT&T,Ericsson Services,Antenna Swap,1.5,False,none,
ACC-862560-20241227-2,CC-TWR-862560,2024-12-27,AT&T,Unknown,Decommission,6.6,False,none,
ACC-862560-20250105-3,CC-TWR-862560,2025-01-05,AT&T,Black & Veatch,Routine Maintenance,11.2,False,none,
ACC-862560-20250210-4,CC-TWR-862560,2025-02-10,Verizon,Vertical Bridge Services,Inspection,1.6,False,none,
ACC-862560-20250218-5,CC-TWR-862560,2025-02-18,Verizon,MasTec,Antenna Swap,9.9,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-862560-20240730-6,CC-TWR-862560,2024-07-30,Verizon,Black & Veatch,Routine Maintenance,5.9,False,none,
ACC-862560-20241203-7,CC-TWR-862560,2024-12-03,Verizon,Black & Veatch,Equipment Install,1.7,False,none,
ACC-862560-20250205-8,CC-TWR-862560,2025-02-05,Verizon,MasTec,Antenna Swap,5.7,False,none,
ACC-959972-20240830-1,CC-TWR-959972,2024-08-30,AT&T,Vertical Bridge Services,Routine Maintenance,4.6,True,none,
ACC-959972-20240610-2,CC-TWR-959972,2024-06-10,AT&T,Ericsson Services,Generator Service,7.3,False,none,
ACC-872519-20250204-1,CC-TWR-872519,2025-02-04,T-Mobile,Ericsson Services,Antenna Swap,5.2,False,none,
ACC-872519-20241117-2,CC-TWR-872519,2024-11-17,T-Mobile,Unknown,Routine Maintenance,3.0,False,none,
ACC-872519-20240828-3,CC-TWR-872519,2024-08-28,AT&T,Summit Field Ops,Routine Maintenance,11.6,True,none,
ACC-872519-20241106-4,CC-TWR-872519,2024-11-06,T-Mobile,Vertical Bridge Services,Antenna Swap,9.7,False,none,
ACC-214975-20241111-1,CC-TWR-214975,2024-11-11,T-Mobile,MasTec,Inspection,4.2,False,none,
ACC-214975-20241013-2,CC-TWR-214975,2024-10-13,T-Mobile,Vertical Bridge Services,Generator Service,9.0,False,none,
ACC-214975-20240811-3,CC-TWR-214975,2024-08-11,T-Mobile,Unknown,Inspection,1.4,False,none,
ACC-214975-20240717-4,CC-TWR-214975,2024-07-17,T-Mobile,Unknown,Generator Service,6.0,False,none,
ACC-831514-20250218-1,CC-TWR-831514,2025-02-18,Verizon,MasTec,Inspection,1.0,False,none,
ACC-831514-20241007-2,CC-TWR-831514,2024-10-07,Verizon,Ericsson Services,Inspection,4.7,False,none,
ACC-831514-20241022-3,CC-TWR-831514,2024-10-22,AT&T,Vertical Bridge Services,Decommission,7.3,False,none,
ACC-831514-20241015-4,CC-TWR-831514,2024-10-15,AT&T,Ericsson Services,Generator Service,4.5,False,none,
ACC-831514-20241111-5,CC-TWR-831514,2024-11-11,DISH Wireless,Summit Field Ops,Inspection,2.4,False,none,
ACC-831514-20241211-6,CC-TWR-831514,2024-12-11,T-Mobile,Ericsson Services,Antenna Swap,6.4,False,none,
ACC-749342-20250225-1,CC-TWR-749342,2025-02-25,T-Mobile,Vertical Bridge Services,Routine Maintenance,7.4,False,none,
ACC-749342-20240601-2,CC-TWR-749342,2024-06-01,C Spire,Black & Veatch,Emergency Repair,8.5,False,none,
ACC-749342-20240809-3,CC-TWR-749342,2024-08-09,T-Mobile,MasTec,Inspection,3.7,False,none,
ACC-749342-20240622-4,CC-TWR-749342,2024-06-22,T-Mobile,MasTec,Equipment Install,1.5,False,none,
ACC-749342-20241014-5,CC-TWR-749342,2024-10-14,T-Mobile,SAI Group,Antenna Swap,3.2,False,none,
ACC-749342-20240913-6,CC-TWR-749342,2024-09-13,T-Mobile,CommScope Install,Routine Maintenance,9.0,False,none,
ACC-749342-20240705-7,CC-TWR-749342,2024-07-05,C Spire,Summit Field Ops,Generator Service,7.3,False,none,
ACC-961957-20240601-1,CC-TWR-961957,2024-06-01,Verizon,Summit Field Ops,Antenna Swap,1.8,False,none,
ACC-961957-20240813-2,CC-TWR-961957,2024-08-13,T-Mobile,SAI Group,Decommission,11.2,False,none,
ACC-665579-20241224-1,CC-TWR-665579,2024-12-24,Verizon,SAI Group,Antenna Swap,9.9,False,none,
ACC-665579-20241108-2,CC-TWR-665579,2024-11-08,DISH Wireless,Nokia Deployment,Inspection,6.4,False,none,
ACC-665579-20240725-3,CC-TWR-665579,2024-07-25,Verizon,Summit Field Ops,Emergency Repair,2.8,False,none,
ACC-665579-20241123-4,CC-TWR-665579,2024-11-23,DISH Wireless,CommScope Install,Emergency Repair,6.4,False,none,
ACC-665579-20240814-5,CC-TWR-665579,2024-08-14,Verizon,Ericsson Services,Antenna Swap,6.9,False,none,
ACC-665579-20240630-6,CC-TWR-665579,2024-06-30,Verizon,Black & Veatch,Emergency Repair,3.1,False,none,
ACC-311741-20241225-1,CC-TWR-311741,2024-12-25,T-Mobile,Ericsson Services,Emergency Repair,10.9,False,none,
ACC-311741-20240710-2,CC-TWR-311741,2024-07-10,T-Mobile,Summit Field Ops,Generator Service,4.8,False,none,
ACC-825309-20240630-1,CC-TWR-825309,2024-06-30,AT&T,Black & Veatch,Emergency Repair,3.5,False,none,
ACC-825309-20240816-2,CC-TWR-825309,2024-08-16,Verizon,SAI Group,Routine Maintenance,7.8,False,none,
ACC-550418-20240909-1,CC-TWR-550418,2024-09-09,AT&T,Nokia Deployment,Routine Maintenance,8.6,False,none,
ACC-550418-20240723-2,CC-TWR-550418,2024-07-23,AT&T,Nokia Deployment,Decommission,11.4,False,none,
ACC-550418-20240731-3,CC-TWR-550418,2024-07-31,AT&T,CommScope Install,Equipment Install,9.4,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-550418-20240921-4,CC-TWR-550418,2024-09-21,AT&T,Nokia Deployment,Routine Maintenance,8.3,False,none,
ACC-550418-20241031-5,CC-TWR-550418,2024-10-31,AT&T,Summit Field Ops,Antenna Swap,7.1,False,none,
ACC-550418-20250109-6,CC-TWR-550418,2025-01-09,AT&T,Black & Veatch,Equipment Install,10.1,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-550418-20240619-7,CC-TWR-550418,2024-06-19,T-Mobile,Summit Field Ops,Inspection,9.1,False,none,
ACC-550418-20241208-8,CC-TWR-550418,2024-12-08,T-Mobile,Ericsson Services,Inspection,4.1,False,none,
ACC-990649-20240623-1,CC-TWR-990649,2024-06-23,AT&T,Unknown,Decommission,2.3,False,none,
ACC-990649-20240711-2,CC-TWR-990649,2024-07-11,T-Mobile,Ericsson Services,Equipment Install,11.0,False,none,
ACC-990649-20241213-3,CC-TWR-990649,2024-12-13,T-Mobile,Nokia Deployment,Routine Maintenance,10.0,False,none,
ACC-990649-20241118-4,CC-TWR-990649,2024-11-18,T-Mobile,CommScope Install,Antenna Swap,3.2,False,none,
ACC-251275-20240701-1,CC-TWR-251275,2024-07-01,Verizon,SAI Group,Routine Maintenance,7.6,False,none,
ACC-251275-20241108-2,CC-TWR-251275,2024-11-08,T-Mobile,SAI Group,Inspection,9.6,False,none,
ACC-251275-20240602-3,CC-TWR-251275,2024-06-02,US Cellular,Ericsson Services,Emergency Repair,8.7,False,none,
ACC-251275-20240921-4,CC-TWR-251275,2024-09-21,T-Mobile,Vertical Bridge Services,Antenna Swap,9.2,False,none,
ACC-251275-20241028-5,CC-TWR-251275,2024-10-28,T-Mobile,Summit Field Ops,Equipment Install,9.6,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-750810-20240710-1,CC-TWR-750810,2024-07-10,T-Mobile,CommScope Install,Generator Service,1.4,False,none,
ACC-750810-20250216-2,CC-TWR-750810,2025-02-16,US Cellular,MasTec,Inspection,3.6,False,none,
ACC-750810-20240911-3,CC-TWR-750810,2024-09-11,US Cellular,Nokia Deployment,Inspection,9.3,False,none,
ACC-750810-20240824-4,CC-TWR-750810,2024-08-24,T-Mobile,Summit Field Ops,Routine Maintenance,11.9,False,none,
ACC-750810-20241123-5,CC-TWR-750810,2024-11-23,T-Mobile,Vertical Bridge Services,Equipment Install,5.9,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-750810-20240805-6,CC-TWR-750810,2024-08-05,T-Mobile,Unknown,Equipment Install,5.8,False,none,
ACC-890170-20241129-1,CC-TWR-890170,2024-11-29,AT&T,Nokia Deployment,Equipment Install,6.7,False,none,
ACC-890170-20250127-2,CC-TWR-890170,2025-01-27,T-Mobile,Summit Field Ops,Inspection,4.5,False,none,
ACC-890170-20240605-3,CC-TWR-890170,2024-06-05,T-Mobile,CommScope Install,Generator Service,11.4,False,none,
ACC-890170-20250206-4,CC-TWR-890170,2025-02-06,T-Mobile,Summit Field Ops,Equipment Install,9.0,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-890170-20240708-5,CC-TWR-890170,2024-07-08,T-Mobile,Nokia Deployment,Decommission,8.5,False,none,
ACC-890170-20240609-6,CC-TWR-890170,2024-06-09,T-Mobile,MasTec,Routine Maintenance,9.3,False,none,
ACC-890170-20241129-7,CC-TWR-890170,2024-11-29,T-Mobile,Vertical Bridge Services,Decommission,3.5,False,none,
ACC-957915-20240619-1,CC-TWR-957915,2024-06-19,T-Mobile,Ericsson Services,Generator Service,11.2,False,none,
ACC-957915-20240709-2,CC-TWR-957915,2024-07-09,AT&T,CommScope Install,Decommission,4.5,False,none,
ACC-907788-20241030-1,CC-TWR-907788,2024-10-30,AT&T,MasTec,Equipment Install,9.3,False,none,
ACC-907788-20241122-2,CC-TWR-907788,2024-11-22,Verizon,Vertical Bridge Services,Inspection,4.3,True,none,
ACC-907788-20240726-3,CC-TWR-907788,2024-07-26,Verizon,Ericsson Services,Generator Service,9.4,False,none,
ACC-302127-20240717-1,CC-TWR-302127,2024-07-17,US Cellular,MasTec,Equipment Install,9.0,False,none,
ACC-302127-20241114-2,CC-TWR-302127,2024-11-14,US Cellular,Unknown,Inspection,8.6,False,none,
ACC-302127-20250207-3,CC-TWR-302127,2025-02-07,US Cellular,SAI Group,Routine Maintenance,1.1,False,none,
ACC-302127-20240907-4,CC-TWR-302127,2024-09-07,US Cellular,Summit Field Ops,Equipment Install,4.9,False,none,
ACC-550081-20241206-1,CC-TWR-550081,2024-12-06,US Cellular,MasTec,Equipment Install,1.5,False,none,
ACC-550081-20241016-2,CC-TWR-550081,2024-10-16,C Spire,CommScope Install,Decommission,3.8,False,none,
ACC-550081-20241221-3,CC-TWR-550081,2024-12-21,C Spire,Nokia Deployment,Antenna Swap,5.5,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-550081-20240705-4,CC-TWR-550081,2024-07-05,C Spire,Ericsson Services,Generator Service,4.4,False,none,
ACC-861319-20240722-1,CC-TWR-861319,2024-07-22,T-Mobile,Summit Field Ops,Generator Service,4.1,False,none,
ACC-861319-20241023-2,CC-TWR-861319,2024-10-23,T-Mobile,Unknown,Generator Service,4.8,False,none,
ACC-861319-20250108-3,CC-TWR-861319,2025-01-08,T-Mobile,Ericsson Services,Inspection,10.8,False,none,
ACC-861319-20240718-4,CC-TWR-861319,2024-07-18,T-Mobile,Vertical Bridge Services,Antenna Swap,8.0,False,none,
ACC-861319-20241006-5,CC-TWR-861319,2024-10-06,T-Mobile,MasTec,Antenna Swap,2.8,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-861319-20240814-6,CC-TWR-861319,2024-08-14,T-Mobile,Summit Field Ops,Emergency Repair,6.8,False,none,
ACC-861319-20250225-7,CC-TWR-861319,2025-02-25,T-Mobile,Black & Veatch,Equipment Install,9.2,False,none,
ACC-861319-20250103-8,CC-TWR-861319,2025-01-03,T-Mobile,MasTec,Generator Service,10.5,False,none,
ACC-117711-20240724-1,CC-TWR-117711,2024-07-24,T-Mobile,Summit Field Ops,Routine Maintenance,7.2,False,none,
ACC-117711-20241006-2,CC-TWR-117711,2024-10-06,AT&T,Vertical Bridge Services,Inspection,1.6,False,none,
ACC-117711-20241109-3,CC-TWR-117711,2024-11-09,T-Mobile,MasTec,Inspection,4.8,False,none,
ACC-117711-20240820-4,CC-TWR-117711,2024-08-20,AT&T,Unknown,Emergency Repair,7.7,False,none,
ACC-117711-20240822-5,CC-TWR-117711,2024-08-22,AT&T,Unknown,Routine Maintenance,6.9,False,none,
ACC-117711-20250211-6,CC-TWR-117711,2025-02-11,AT&T,Nokia Deployment,Emergency Repair,11.5,False,none,
ACC-117711-20240602-7,CC-TWR-117711,2024-06-02,T-Mobile,MasTec,Emergency Repair,4.6,False,none,
ACC-117711-20241222-8,CC-TWR-117711,2024-12-22,T-Mobile,SAI Group,Emergency Repair,7.6,False,none,
ACC-672547-20240818-1,CC-TWR-672547,2024-08-18,Verizon,Unknown,Inspection,4.6,False,none,
ACC-672547-20240905-2,CC-TWR-672547,2024-09-05,T-Mobile,Vertical Bridge Services,Emergency Repair,2.2,False,none,
ACC-672547-20240622-3,CC-TWR-672547,2024-06-22,T-Mobile,SAI Group,Generator Service,1.6,False,none,
ACC-672547-20241205-4,CC-TWR-672547,2024-12-05,Verizon,SAI Group,Decommission,7.5,False,none,
ACC-672547-20241207-5,CC-TWR-672547,2024-12-07,Verizon,SAI Group,Routine Maintenance,11.7,False,none,
ACC-672547-20241126-6,CC-TWR-672547,2024-11-26,T-Mobile,Nokia Deployment,Decommission,6.7,False,none,
ACC-672547-20250111-7,CC-TWR-672547,2025-01-11,Verizon,MasTec,Emergency Repair,6.0,False,none,
ACC-672547-20241031-8,CC-TWR-672547,2024-10-31,T-Mobile,Nokia Deployment,Antenna Swap,3.6,False,none,
ACC-479430-20250131-1,CC-TWR-479430,2025-01-31,AT&T,Nokia Deployment,Decommission,9.3,False,none,
ACC-479430-20241027-2,CC-TWR-479430,2024-10-27,AT&T,Summit Field Ops,Decommission,4.5,False,none,
ACC-479430-20240929-3,CC-TWR-479430,2024-09-29,AT&T,Vertical Bridge Services,Generator Service,5.1,False,none,
ACC-479430-20241213-4,CC-TWR-479430,2024-12-13,AT&T,Unknown,Equipment Install,6.2,False,none,
ACC-479430-20240926-5,CC-TWR-479430,2024-09-26,AT&T,Unknown,Equipment Install,8.0,False,none,
ACC-479430-20250222-6,CC-TWR-479430,2025-02-22,AT&T,CommScope Install,Inspection,6.0,False,none,
ACC-965401-20250209-1,CC-TWR-965401,2025-02-09,Verizon,Black & Veatch,Equipment Install,2.4,False,none,
ACC-965401-20240705-2,CC-TWR-965401,2024-07-05,AT&T,CommScope Install,Decommission,8.7,True,none,
ACC-965401-20240610-3,CC-TWR-965401,2024-06-10,T-Mobile,Nokia Deployment,Emergency Repair,10.5,False,none,
ACC-990856-20240618-1,CC-TWR-990856,2024-06-18,T-Mobile,SAI Group,Routine Maintenance,2.6,False,none,
ACC-990856-20240629-2,CC-TWR-990856,2024-06-29,T-Mobile,CommScope Install,Equipment Install,2.7,False,none,
ACC-990856-20240921-3,CC-TWR-990856,2024-09-21,T-Mobile,CommScope Install,Antenna Swap,5.0,False,none,
ACC-941814-20241022-1,CC-TWR-941814,2024-10-22,Verizon,MasTec,Inspection,3.7,False,none,
